"id","alias","valid_from_date","valid_to_date","nameset_id","hierarchy_name_id","admin_level","alias_dot_name","last_upddate","last_userid","message","parent_id"
NA,"kibaale",NA,NA,9,321365,1,"africa:uga:kibaale",NA,"kmccarthy",NA,289092
NA,"kiboga",NA,NA,9,321366,1,"africa:uga:kiboga",NA,"kmccarthy",NA,288928
NA,"kisoro",NA,NA,9,321369,1,"africa:uga:kisoro",NA,"kmccarthy",NA,290879
NA,"kitgum",NA,NA,9,321370,1,"africa:uga:kitgum",NA,"kmccarthy",NA,290827
NA,"kotido",NA,NA,9,321355,1,"africa:uga:kotido",NA,"kmccarthy",NA,289002
NA,"kumi",NA,NA,9,321371,1,"africa:uga:kumi",NA,"kmccarthy",NA,290924
NA,"lira",NA,NA,9,321372,1,"africa:uga:lira",NA,"kmccarthy",NA,289078
NA,"mpigi",NA,NA,9,321379,1,"africa:uga:mpigi",NA,"kmccarthy",NA,288792
NA,"mubende",NA,NA,9,321380,1,"africa:uga:mubende",NA,"kmccarthy",NA,288757
NA,"mukono",NA,NA,9,321381,1,"africa:uga:mukono",NA,"kmccarthy",NA,291075
NA,"luwero",NA,NA,9,292880,1,"africa:uga:luwero",NA,"kmccarthy",NA,290876
NA,"masaka",NA,NA,9,321359,1,"africa:uga:masaka",NA,"kmccarthy",NA,288949
NA,"masindi",NA,NA,9,321374,1,"africa:uga:masindi",NA,"kmccarthy",NA,288950
NA,"mbale",NA,NA,9,292881,1,"africa:uga:mbale",NA,"kmccarthy",NA,291015
NA,"mbarara",NA,NA,9,321368,1,"africa:uga:mbarara",NA,"kmccarthy",NA,291095
NA,"moroto",NA,NA,9,321377,1,"africa:uga:moroto",NA,"kmccarthy",NA,290882
NA,"moyo",NA,NA,9,321378,1,"africa:uga:moyo",NA,"kmccarthy",NA,288847
NA,"nakasongola",NA,NA,9,321382,1,"africa:uga:nakasongola",NA,"kmccarthy",NA,291054
NA,"nebbi",NA,NA,9,321383,1,"africa:uga:nebbi",NA,"kmccarthy",NA,291053
NA,"ntungamo",NA,NA,9,321384,1,"africa:uga:ntungamo",NA,"kmccarthy",NA,291050
NA,"pallisa",NA,NA,9,321385,1,"africa:uga:pallisa",NA,"kmccarthy",NA,289150
NA,"rakai",NA,NA,9,321386,1,"africa:uga:rakai",NA,"kmccarthy",NA,288743
NA,"rukungiri",NA,NA,9,321387,1,"africa:uga:rukungiri",NA,"kmccarthy",NA,289149
NA,"soroti",NA,NA,9,321389,1,"africa:uga:soroti",NA,"kmccarthy",NA,289098
NA,"tororo",NA,NA,9,321390,1,"africa:uga:tororo",NA,"kmccarthy",NA,289133
NA,"bulawayo",NA,NA,9,325254,1,"africa:zim:bulawayo",NA,"kmccarthy",NA,291176
NA,"harare",NA,NA,9,325257,1,"africa:zim:harare",NA,"kmccarthy",NA,288879
NA,"manicaland",NA,NA,9,325264,1,"africa:zim:manicaland",NA,"kmccarthy",NA,291186
NA,"dikhil",NA,NA,9,305422,1,"africa:dji:dikhil",NA,"kmccarthy",NA,289815
NA,"djibouti",NA,NA,9,305423,1,"africa:dji:djibouti",NA,"kmccarthy",NA,289773
NA,"tadjourah",NA,NA,9,305425,1,"africa:dji:tadjourah",NA,"kmccarthy",NA,289915
NA,"6th of october",NA,NA,9,305963,1,"africa:egy:6th of october",NA,"kmccarthy",NA,290041
NA,"assiut",NA,NA,9,291606,1,"africa:egy:assiut",NA,"kmccarthy",NA,289842
NA,"aswan",NA,NA,9,305862,1,"africa:egy:aswan",NA,"kmccarthy",NA,290033
NA,"damietta",NA,NA,9,305935,1,"africa:egy:damietta",NA,"kmccarthy",NA,290045
NA,"helwaan",NA,NA,9,305980,1,"africa:egy:helwaan",NA,"kmccarthy",NA,290034
NA,"ismailia",NA,NA,9,305981,1,"africa:egy:ismailia",NA,"kmccarthy",NA,290042
NA,"matrouh",NA,NA,9,306017,1,"africa:egy:matrouh",NA,"kmccarthy",NA,290030
NA,"menia",NA,NA,9,306022,1,"africa:egy:menia",NA,"kmccarthy",NA,290031
NA,"new valley",NA,NA,9,306045,1,"africa:egy:new valley",NA,"kmccarthy",NA,290040
NA,"port said",NA,NA,9,306051,1,"africa:egy:port said",NA,"kmccarthy",NA,288849
NA,"qena",NA,NA,9,306053,1,"africa:egy:qena",NA,"kmccarthy",NA,290035
NA,"red sea",NA,NA,9,306067,1,"africa:egy:red sea",NA,"kmccarthy",NA,290036
NA,"sohag",NA,NA,9,306095,1,"africa:egy:sohag",NA,"kmccarthy",NA,289606
NA,"gharyan",NA,NA,9,312822,1,"africa:liy:gharyan",NA,"kmccarthy",NA,290569
NA,"al khums",NA,NA,9,312851,1,"africa:liy:al khums",NA,"kmccarthy",NA,290565
NA,"al zawiyah",NA,NA,9,312829,1,"africa:liy:al zawiyah",NA,"kmccarthy",NA,290575
NA,"benghazi",NA,NA,9,312833,1,"africa:liy:benghazi",NA,"kmccarthy",NA,288915
NA,"sabha",NA,NA,9,312842,1,"africa:liy:sabha",NA,"kmccarthy",NA,290576
NA,"sert",NA,NA,9,312846,1,"africa:liy:sert",NA,"kmccarthy",NA,290572
NA,"tarabulus",NA,NA,9,312849,1,"africa:liy:tarabulus",NA,"kmccarthy",NA,290565
NA,"ben-arous",NA,NA,9,320770,1,"africa:tun:ben-arous",NA,"kmccarthy",NA,290919
NA,"jendouba",NA,NA,9,320809,1,"africa:tun:jendouba",NA,"kmccarthy",NA,290921
NA,"mahdia",NA,NA,9,320869,1,"africa:tun:mahdia",NA,"kmccarthy",NA,291096
NA,"monastir",NA,NA,9,320891,1,"africa:tun:monastir",NA,"kmccarthy",NA,291089
NA,"nabeul",NA,NA,9,320907,1,"africa:tun:nabeul",NA,"kmccarthy",NA,290874
NA,"tataouine",NA,NA,9,320978,1,"africa:tun:tataouine",NA,"kmccarthy",NA,289192
NA,"tozeur",NA,NA,9,320981,1,"africa:tun:tozeur",NA,"kmccarthy",NA,290354
NA,"zaghouan",NA,NA,9,321007,1,"africa:tun:zaghouan",NA,"kmccarthy",NA,290048
NA,"mashonal west",NA,NA,9,288880,1,"africa:zim:mashonal west",NA,"kmccarthy",NA,288626
NA,"oriental",NA,NA,9,288756,1,"africa:cod:oriental",NA,"kmccarthy",NA,288528
NA,"alger",NA,NA,9,289972,1,"africa:alg:alger",NA,"kmccarthy",NA,288700
NA,"bourdj bou arrer",NA,NA,9,288846,1,"africa:alg:bourdj bou arrer",NA,"kmccarthy",NA,288700
NA,"huila",NA,NA,9,289466,1,"africa:ang:huila",NA,"kmccarthy",NA,288499
NA,"cuando cubango",NA,NA,9,289467,1,"africa:ang:cuando cubango",NA,"kmccarthy",NA,288499
NA,"cuanza norte",NA,NA,9,289468,1,"africa:ang:cuanza norte",NA,"kmccarthy",NA,288499
NA,"cuanza sul",NA,NA,9,288734,1,"africa:ang:cuanza sul",NA,"kmccarthy",NA,288499
NA,"malanje",NA,NA,9,289471,1,"africa:ang:malanje",NA,"kmccarthy",NA,288499
NA,"plateau",NA,NA,9,288815,1,"africa:ben:plateau",NA,"kmccarthy",NA,288530
NA,"donga",NA,NA,9,289573,1,"africa:ben:donga",NA,"kmccarthy",NA,288530
NA,"littoral",NA,NA,9,289571,1,"africa:ben:littoral",NA,"kmccarthy",NA,288530
NA,"mono",NA,NA,9,289570,1,"africa:ben:mono",NA,"kmccarthy",NA,288530
NA,"oueme",NA,NA,9,289574,1,"africa:ben:oueme",NA,"kmccarthy",NA,288530
NA,"centre",NA,NA,9,289801,1,"africa:cae:centre",NA,"kmccarthy",NA,288547
NA,"nord",NA,NA,9,289781,1,"africa:cae:nord",NA,"kmccarthy",NA,288547
NA,"borkou-ennedi-tibesti",NA,NA,9,290727,1,"africa:cha:borkou-ennedi-tibesti",NA,"kmccarthy",NA,288545
NA,"hadjer lamis",NA,NA,9,290726,1,"africa:cha:hadjer lamis",NA,"kmccarthy",NA,288545
NA,"plateaux",NA,NA,9,289725,1,"africa:cng:plateaux",NA,"kmccarthy",NA,288663
NA,"benishangul gumuz",NA,NA,9,290053,1,"africa:eth:benishangul gumuz",NA,"kmccarthy",NA,288551
NA,"nyanga",NA,NA,9,290073,1,"africa:gab:nyanga",NA,"kmccarthy",NA,288563
NA,"wouleu ntem",NA,NA,9,290068,1,"africa:gab:wouleu ntem",NA,"kmccarthy",NA,288563
NA,"lower rive",NA,NA,9,290097,1,"africa:gam:lower rive",NA,"kmccarthy",NA,288714
NA,"central",NA,NA,9,290089,1,"africa:gha:central",NA,"kmccarthy",NA,288565
NA,"northern",NA,NA,9,289980,1,"africa:gha:northern",NA,"kmccarthy",NA,288565
NA,"western",NA,NA,9,290086,1,"africa:gha:western",NA,"kmccarthy",NA,288565
NA,"vallee du bandaman",NA,NA,9,289740,1,"africa:ivc:vallee du bandaman",NA,"kmccarthy",NA,288708
NA,"nyanza",NA,NA,9,290465,1,"africa:ken:nyanza",NA,"kmccarthy",NA,288726
NA,"buhta-buhte",NA,NA,9,290546,1,"africa:les:buhta-buhte",NA,"kmccarthy",NA,288646
NA,"mohale's hoek",NA,NA,9,290561,1,"africa:les:mohale's hoek",NA,"kmccarthy",NA,288646
NA,"qacha's nek",NA,NA,9,290526,1,"africa:les:qacha's nek",NA,"kmccarthy",NA,288646
NA,"southern",NA,NA,9,288764,1,"africa:mal:southern",NA,"kmccarthy",NA,288590
NA,"plaine wilhems",NA,NA,9,288758,1,"africa:mas:plaine wilhems",NA,"kmccarthy",NA,288509
NA,"rodrigues",NA,NA,9,290578,1,"africa:mas:rodrigues",NA,"kmccarthy",NA,288509
NA,"delta",NA,NA,9,289010,1,"africa:nie:delta",NA,"kmccarthy",NA,288513
NA,"tillabery",NA,NA,9,288974,1,"africa:nig:tillabery",NA,"kmccarthy",NA,288729
NA,"est",NA,NA,9,290557,1,"africa:rwa:est",NA,"kmccarthy",NA,288514
NA,"ouest",NA,NA,9,288913,1,"africa:rwa:ouest",NA,"kmccarthy",NA,288514
NA,"saint-louis",NA,NA,9,289797,1,"africa:sen:saint-louis",NA,"kmccarthy",NA,288622
NA,"centre",NA,NA,9,290754,1,"africa:tog:centre",NA,"kmccarthy",NA,288604
NA,"buliisa",NA,NA,9,321385,1,"africa:uga:buliisa",NA,"kmccarthy",NA,289150
NA,"kamwenge",NA,NA,9,289097,1,"africa:uga:kamwenge",NA,"kmccarthy",NA,288733
NA,"mayuge",NA,NA,9,288921,1,"africa:uga:mayuge",NA,"kmccarthy",NA,288733
NA,"ssembabule",NA,NA,9,290838,1,"africa:uga:ssembabule",NA,"kmccarthy",NA,288733
NA,"southern",NA,NA,9,289403,1,"africa:zam:southern",NA,"kmccarthy",NA,288655
NA,"mashonal east",NA,NA,9,289407,1,"africa:zim:mashonal east",NA,"kmccarthy",NA,288626
NA,"ali sabieh",NA,NA,9,289832,1,"africa:dji:ali sabieh",NA,"kmccarthy",NA,288595
NA,"alexandria",NA,NA,9,290008,1,"africa:egy:alexandria",NA,"kmccarthy",NA,288558
NA,"bay",NA,NA,9,289375,1,"africa:som:bay",NA,"kmccarthy",NA,288580
NA,"north bahr el ghazal",NA,NA,9,289354,1,"africa:sud:north bahr el ghazal",NA,"kmccarthy",NA,288616
NA,"warab",NA,NA,9,289356,1,"africa:sud:warab",NA,"kmccarthy",NA,288616
NA,"west bahr el ghazal",NA,NA,9,289340,1,"africa:sud:west bahr el ghazal",NA,"kmccarthy",NA,288616
NA,"maakel",NA,NA,9,289978,1,"africa:eritrea:maakel",NA,"kmccarthy",NA,288557
NA,"northern",NA,NA,9,289979,1,"africa:eritrea:northern",NA,"kmccarthy",NA,288557
NA,"southern",NA,NA,9,289976,1,"africa:eritrea:southern",NA,"kmccarthy",NA,288557
NA,"fct",NA,NA,9,288925,1,"africa:nie:fct",NA,"kmccarthy",NA,288513
NA,"bahr el jebel",NA,NA,9,289344,1,"africa:sud:bahr el jebel",NA,"kmccarthy",NA,288616
NA,"matabel south",NA,NA,9,291187,1,"africa:zim:matabel south",NA,"kmccarthy",NA,288626
NA,"matabel north",NA,NA,9,288881,1,"africa:zim:matabel north",NA,"kmccarthy",NA,288626
NA,"mashonal central",NA,NA,9,291184,1,"africa:zim:mashonal central",NA,"kmccarthy",NA,288626
NA,"kanye/moshopa",NA,NA,9,289702,1,"africa:bot:kanye/moshopa",NA,"kmccarthy",NA,288653
NA,"bafing-denguele",NA,NA,9,289742,1,"africa:ivc:bafing-denguele",NA,"kmccarthy",NA,288708
NA,"grand comore",NA,NA,9,290341,1,"africa:com:grand comore",NA,"kmccarthy",NA,288664
NA,"kaberamaido",NA,NA,9,289098,1,"africa:uga:kaberamaido",NA,"kmccarthy",NA,288733
NA,"kaliro",NA,NA,9,289150,1,"africa:uga:kaliro",NA,"kmccarthy",NA,288733
NA,"abim",NA,NA,9,289002,1,"africa:uga:abim",NA,"kmccarthy",NA,288733
NA,"amolatar",NA,NA,9,289078,1,"africa:uga:amolatar",NA,"kmccarthy",NA,288733
NA,"amuru",NA,NA,9,288927,1,"africa:uga:amuru",NA,"kmccarthy",NA,288733
NA,"budaka",NA,NA,9,289150,1,"africa:uga:budaka",NA,"kmccarthy",NA,288733
NA,"bududa",NA,NA,9,291015,1,"africa:uga:bududa",NA,"kmccarthy",NA,288733
NA,"bukedea",NA,NA,9,290924,1,"africa:uga:bukedea",NA,"kmccarthy",NA,288733
NA,"bukwa",NA,NA,9,289327,1,"africa:uga:bukwa",NA,"kmccarthy",NA,288733
NA,"busia",NA,NA,9,289133,1,"africa:uga:busia",NA,"kmccarthy",NA,288733
NA,"butaleja",NA,NA,9,288939,1,"africa:uga:butaleja",NA,"kmccarthy",NA,288671
NA,"dokolo",NA,NA,9,289098,1,"africa:uga:dokolo",NA,"kmccarthy",NA,288733
NA,"ibanda",NA,NA,9,291095,1,"africa:uga:ibanda",NA,"kmccarthy",NA,288733
NA,"isingiro",NA,NA,9,291050,1,"africa:uga:isingiro",NA,"kmccarthy",NA,288733
NA,"kanungu",NA,NA,9,289149,1,"africa:uga:kanungu",NA,"kmccarthy",NA,288733
NA,"kayunga",NA,NA,9,289001,1,"africa:uga:kayunga",NA,"kmccarthy",NA,288733
NA,"koboko",NA,NA,9,289000,1,"africa:uga:koboko",NA,"kmccarthy",NA,288733
NA,"kyenjojo",NA,NA,9,289097,1,"africa:uga:kyenjojo",NA,"kmccarthy",NA,288733
NA,"lyantonde",NA,NA,9,288743,1,"africa:uga:lyantonde",NA,"kmccarthy",NA,288733
NA,"manafwa",NA,NA,9,291015,1,"africa:uga:nakapiripirit",NA,"kmccarthy",NA,288733
NA,"nakapiripirit",NA,NA,9,290882,1,"africa:uga:manafwa",NA,"kmccarthy",NA,288733
NA,"nakaseke",NA,NA,9,290876,1,"africa:uga:nakaseke",NA,"kmccarthy",NA,288733
NA,"namutumba",NA,NA,9,289392,1,"africa:uga:namutumba",NA,"kmccarthy",NA,288733
NA,"oyam",NA,NA,9,291090,1,"africa:uga:oyam",NA,"kmccarthy",NA,288733
NA,"pader",NA,NA,9,290827,1,"africa:uga:pader",NA,"kmccarthy",NA,288733
NA,"sironko",NA,NA,9,291015,1,"africa:uga:sironko",NA,"kmccarthy",NA,288733
NA,"wakiso",NA,NA,9,288792,1,"africa:uga:wakiso",NA,"kmccarthy",NA,288733
NA,"yumbe",NA,NA,9,289000,1,"africa:uga:yumbe",NA,"kmccarthy",NA,288733
NA,"fct  abuja",NA,NA,9,288925,1,"africa:nigeria:fct  abuja",NA,"kmccarthy",NA,288513
NA,"esan north-east","1/1/1990","12/31/9999",9,316999,2,"africa:nigeria:edo:esan north-east",NA,"kmccarthy",NA,289004
NA,"koko besse","1/1/1990","12/31/9999",9,317203,2,"africa:nigeria:kebbi:koko besse",NA,"kmccarthy",NA,288963
NA,"dange shuni","1/1/1990","12/31/9999",9,317463,2,"africa:nigeria:sokoto:dange shuni",NA,"kmccarthy",NA,288989
NA,"ado ekiti","1/1/1990","12/31/9999",9,317019,2,"africa:nigeria:ekiti:ado ekiti",NA,"kmccarthy",NA,289003
NA,"sokotosouth","1/1/1990","12/31/9999",9,292487,2,"africa:nigeria:sokoto:sokotosouth",NA,"kmccarthy",NA,288989
NA,"oshodi\isolo","1/1/1990","12/31/9999",9,317271,2,"africa:nigeria:lagos:oshodi\isolo",NA,"kmccarthy",NA,288981
NA,"ido/osi","1/1/1990","12/31/9999",9,317007,2,"africa:nigeria:ekiti:ido/osi",NA,"kmccarthy",NA,289003
NA,"tafawa balewa","1/1/1990","12/31/9999",9,316880,2,"africa:nigeria:bauchi:tafawa balewa",NA,"kmccarthy",NA,288983
NA,"katsina ala","1/1/1990","12/31/9999",9,316905,2,"africa:nigeria:benue:katsina ala",NA,"kmccarthy",NA,289013
NA,"dutsin-ma","1/1/1990","12/31/9999",9,317191,2,"africa:nigeria:katsina:dutsin-ma",NA,"kmccarthy",NA,288997
NA,"quaanpan","1/1/1990","12/31/9999",9,317410,2,"africa:nigeria:plateau:quaanpan",NA,"kmccarthy",NA,290694
NA,"yamaltu deba","1/1/1990","12/31/9999",9,317044,2,"africa:nigeria:gombe:yamaltu deba",NA,"kmccarthy",NA,289844
NA,"jima","1/1/1990","12/31/9999",9,306201,2,"africa:ethiopia:oromia:jima",NA,"kmccarthy",NA,289989
NA,"mekelle","1/1/1990","12/31/9999",9,306235,2,"africa:ethiopia:tigray:mekelle",NA,"kmccarthy",NA,290000
NA,"wammako","1/1/1990","12/31/9999",9,317451,2,"africa:nigeria:sokoto:wammako",NA,"kmccarthy",NA,288989
NA,"wamakko","1/1/1990","12/31/9999",9,317451,2,"africa:nigeria:sokoto:wamakko",NA,"kmccarthy",NA,288989
NA,"kiri kassama","1/1/1990","12/31/9999",9,317083,2,"africa:nigeria:jigawa:kiri kassama",NA,"kmccarthy",NA,288986
NA,"shanono","1/1/1990","12/31/9999",9,317142,2,"africa:nigeria:katsina:shanono",NA,"kmccarthy",NA,288984
NA,"iwo","1/1/1990","12/31/9999",9,317367,2,"africa:nigeria:oyo:iwo",NA,"kmccarthy",NA,288992
NA,"ahoada west","1/1/1990","12/31/9999",9,317423,2,"africa:nigeria:bayelsa:ahoada west",NA,"kmccarthy",NA,288993
NA,"sagbama","1/1/1990","12/31/9999",9,316885,2,"africa:nigeria:delta:sagbama",NA,"kmccarthy",NA,288990
NA,"gwandu","1/1/1990","12/31/9999",9,317220,2,"africa:nigeria:kaduna:gwandu",NA,"kmccarthy",NA,288963
NA,"kebbe","1/1/1990","12/31/9999",9,317459,2,"africa:nigeria:kebbi:kebbe",NA,"kmccarthy",NA,288989
NA,"ifo","1/1/1990","12/31/9999",9,317318,2,"africa:nigeria:osun:ifo",NA,"kmccarthy",NA,288995
NA,"dutse","1/1/1990","12/31/9999",9,317101,2,"africa:nigeria:katsina:dutse",NA,"kmccarthy",NA,288986
NA,"ibadan north west","1/1/1990","12/31/9999",9,317378,2,"africa:nigeria:ogun:ibadan north west",NA,"kmccarthy",NA,288991
NA,"gwandu","1/1/1990","12/31/9999",9,317220,2,"africa:nigeria:sokoto:gwandu",NA,"kmccarthy",NA,288963
NA,"nguru","1/1/1990","12/31/9999",9,317490,2,"africa:nigeria:jigawa:nguru",NA,"kmccarthy",NA,288977
NA,"ede south","1/1/1990","12/31/9999",9,317359,2,"africa:nigeria:oyo:ede south",NA,"kmccarthy",NA,288992
NA,"eti osa","1/1/1990","12/31/9999",9,317270,2,"africa:nigeria:oyo:eti osa",NA,"kmccarthy",NA,288981
NA,"ado","1/1/1990","12/31/9999",9,316900,2,"africa:nigeria:ekiti:ado",NA,"kmccarthy",NA,289013
NA,"sagbama","1/1/1990","12/31/9999",9,316885,2,"africa:nigeria:ogun:sagbama",NA,"kmccarthy",NA,288990
NA,"e harerghe","1/1/1990","12/31/9999",9,306192,2,"africa:ethiopia:oromia:e harerghe",NA,"kmccarthy",NA,289989
NA,"kefa","1/1/1990","12/31/9999",9,306221,2,"africa:ethiopia:snnpr:kefa",NA,"kmccarthy",NA,289990
NA,"wolayta","1/1/1990","12/31/9999",9,306202,2,"africa:ethiopia:snnpr:wolayta",NA,"kmccarthy",NA,289990
NA,"c tigray","1/1/1990","12/31/9999",9,306237,2,"africa:ethiopia:tigray:c tigray",NA,"kmccarthy",NA,290000
NA,"w harerghe","1/1/1990","12/31/9999",9,306199,2,"africa:ethiopia:oromia:w harerghe",NA,"kmccarthy",NA,289989
NA,"afar 2","1/1/1990","12/31/9999",9,306167,2,"africa:ethiopia:afar:afar 2",NA,"kmccarthy",NA,290001
NA,"w shewa","1/1/1990","12/31/9999",9,306198,2,"africa:ethiopia:oromia:w shewa",NA,"kmccarthy",NA,289989
NA,"sw shewa","1/1/1990","12/31/9999",9,306200,2,"africa:ethiopia:oromia:sw shewa",NA,"kmccarthy",NA,289989
NA,"n wello","1/1/1990","12/31/9999",9,306171,2,"africa:ethiopia:amhara:n wello",NA,"kmccarthy",NA,290052
NA,"w arsi","1/1/1990","12/31/9999",9,306194,2,"africa:ethiopia:oromia:w arsi",NA,"kmccarthy",NA,289989
NA,"kembata/tembaro","1/1/1990","12/31/9999",9,306219,2,"africa:ethiopia:snnpr:kembata/tembaro",NA,"kmccarthy",NA,289990
NA,"n gonder","1/1/1990","12/31/9999",9,306179,2,"africa:ethiopia:amhara:n gonder",NA,"kmccarthy",NA,290052
NA,"hareri","1/1/1990","12/31/9999",9,306187,2,"africa:ethiopia:hareri:hareri",NA,"kmccarthy",NA,289984
NA,"w wellega","1/1/1990","12/31/9999",9,306189,2,"africa:ethiopia:oromia:w wellega",NA,"kmccarthy",NA,289989
NA,"w gojjam","1/1/1990","12/31/9999",9,306177,2,"africa:ethiopia:amhara:w gojjam",NA,"kmccarthy",NA,290052
NA,"n shoa","1/1/1990","12/31/9999",9,306196,2,"africa:ethiopia:oromia:n shoa",NA,"kmccarthy",NA,289989
NA,"afar 4","1/1/1990","12/31/9999",9,306169,2,"africa:ethiopia:afar:afar 4",NA,"kmccarthy",NA,290001
NA,"afar 5","1/1/1990","12/31/9999",9,306168,2,"africa:ethiopia:afar:afar 5",NA,"kmccarthy",NA,290001
NA,"s gonder","1/1/1990","12/31/9999",9,306180,2,"africa:ethiopia:amhara:s gonder",NA,"kmccarthy",NA,290052
NA,"e shewa","1/1/1990","12/31/9999",9,306197,2,"africa:ethiopia:oromia:e shewa",NA,"kmccarthy",NA,289989
NA,"e gojjam","1/1/1990","12/31/9999",9,306174,2,"africa:ethiopia:amhara:e gojjam",NA,"kmccarthy",NA,290052
NA,"bench maji","1/1/1990","12/31/9999",9,306212,2,"africa:ethiopia:snnpr:bench maji",NA,"kmccarthy",NA,289990
NA,"n shewa","1/1/1990","12/31/9999",9,306175,2,"africa:ethiopia:amhara:n shewa",NA,"kmccarthy",NA,290052
NA,"s wello","1/1/1990","12/31/9999",9,306176,2,"africa:ethiopia:amhara:s wello",NA,"kmccarthy",NA,290052
NA,"degehabur","1/1/1990","12/31/9999",9,306231,2,"africa:ethiopia:somali:degehabur",NA,"kmccarthy",NA,289999
NA,"sw tigray","1/1/1990","12/31/9999",9,306233,2,"africa:ethiopia:tigray:sw tigray",NA,"kmccarthy",NA,290000
NA,"fik","1/1/1990","12/31/9999",9,306223,2,"africa:ethiopia:somali:fik",NA,"kmccarthy",NA,289999
NA,"afar 1","1/1/1990","12/31/9999",9,306166,2,"africa:ethiopia:afar:afar 1",NA,"kmccarthy",NA,290001
NA,"e wellega","1/1/1990","12/31/9999",9,306190,2,"africa:ethiopia:oromia:e wellega",NA,"kmccarthy",NA,289989
NA,"nw tigray","1/1/1990","12/31/9999",9,306236,2,"africa:ethiopia:tigray:nw tigray",NA,"kmccarthy",NA,290000
NA,"sheka","1/1/1990","12/31/9999",9,306214,2,"africa:ethiopia:snnpr:sheka",NA,"kmccarthy",NA,289990
NA,"s tigray","1/1/1990","12/31/9999",9,306233,2,"africa:ethiopia:tigray:s tigray",NA,"kmccarthy",NA,290000
NA,"oromiya","1/1/1990","12/31/9999",9,306172,2,"africa:ethiopia:amhara:oromiya",NA,"kmccarthy",NA,290052
NA,"silti","1/1/1990","12/31/9999",9,306215,2,"africa:ethiopia:snnpr:silti",NA,"kmccarthy",NA,289990
NA,"girie","1/1/1990","12/31/9999",9,316793,2,"africa:nigeria:adamawa:girie",NA,"kmccarthy",NA,288965
NA,"dawro","1/1/1990","12/31/9999",9,306222,2,"africa:ethiopia:snnpr:dawro",NA,"kmccarthy",NA,289990
NA,"afar 3","1/1/1990","12/31/9999",9,306170,2,"africa:ethiopia:afar:afar 3",NA,"kmccarthy",NA,290001
NA,"e tigray","1/1/1990","12/31/9999",9,306234,2,"africa:ethiopia:tigray:e tigray",NA,"kmccarthy",NA,290000
NA,"s omo","1/1/1990","12/31/9999",9,306211,2,"africa:ethiopia:snnpr:s omo",NA,"kmccarthy",NA,289990
NA,"ileela","1/1/1990","12/31/9999",9,317450,2,"africa:nigeria:sokoto:ileela",NA,"kmccarthy",NA,288989
NA,"wag himra","1/1/1990","12/31/9999",9,325323,2,"africa:ethiopia:amhara:wag himra",NA,"kmccarthy",NA,290052
NA,"municipal area counc","1/1/1990","12/31/9999",9,317039,2,"africa:nigeria:fct abuja:municipal area counc",NA,"kmccarthy",NA,288925
NA,"aliero","1/1/1990","12/31/9999",9,291459,2,"africa:nigeria:kebbi:aliero",NA,"kmccarthy",NA,288963
NA,"sule tankarkar","1/1/1990","12/31/9999",9,317081,2,"africa:nigeria:jigawa:sule tankarkar",NA,"kmccarthy",NA,288986
NA,"jima t","1/1/1990","12/31/9999",9,306201,2,"africa:ethiopia:oromia:jima t",NA,"kmccarthy",NA,289989
NA,"s/north","1/1/1990","12/31/9999",9,317456,2,"africa:nigeria:sokoto:s/north",NA,"kmccarthy",NA,288989
NA,"birin kudu","1/1/1990","12/31/9999",9,317088,2,"africa:nigeria:jigawa:birin kudu",NA,"kmccarthy",NA,288986
NA,"birniwa","1/1/1990","12/31/9999",9,317103,2,"africa:nigeria:jigawa:birniwa",NA,"kmccarthy",NA,288986
NA,"ungogo","1/1/1990","12/31/9999",9,317143,2,"africa:nigeria:kano:ungogo",NA,"kmccarthy",NA,288984
NA,"garun malam","1/1/1990","12/31/9999",9,317136,2,"africa:nigeria:kano:garun malam",NA,"kmccarthy",NA,288984
NA,"kubau","1/1/1990","12/31/9999",9,317115,2,"africa:nigeria:kaduna:kubau",NA,"kmccarthy",NA,288985
NA,"khatcha","1/1/1990","12/31/9999",9,317308,2,"africa:nigeria:niger:khatcha",NA,"kmccarthy",NA,288982
NA,"jima t.","1/1/1990","12/31/9999",9,306201,2,"africa:ethiopia:oromia:jima t.",NA,"kmccarthy",NA,289989
NA,"buruku","1/1/1990","12/31/9999",9,316891,2,"africa:nigeria:benue:buruku",NA,"kmccarthy",NA,289013
NA,"n  wello","1/1/1990","12/31/9999",9,306171,2,"africa:ethiopia:amhara:n  wello",NA,"kmccarthy",NA,290052
NA,"af3","1/1/1990","12/31/9999",9,306170,2,"africa:ethiopia:afar:af3",NA,"kmccarthy",NA,290001
NA,"mekelle city","1/1/1990","12/31/9999",9,306235,2,"africa:ethiopia:tigray:mekelle city",NA,"kmccarthy",NA,290000
NA,"bursari","1/1/1990","12/31/9999",9,317485,2,"africa:nigeria:yobe:bursari",NA,"kmccarthy",NA,288977
NA,"se tigray","1/1/1990","12/31/9999",9,306233,2,"africa:ethiopia:tigray:se tigray",NA,"kmccarthy",NA,290000
NA,"bade","1/1/1990","12/31/9999",9,317487,2,"africa:nigeria:yobe:bade",NA,"kmccarthy",NA,288977
NA,"silte","1/1/1990","12/31/9999",9,306215,2,"africa:ethiopia:snnpr:silte",NA,"kmccarthy",NA,289990
NA,"munya","1/1/1990","12/31/9999",9,317286,2,"africa:nigeria:niger:munya",NA,"kmccarthy",NA,288982
